 5 3
   0.0000000000000000   0.0000000000000000
   0.0000000000000000   4.0000000000000000
   6.0000000000000000   4.0000000000000000
   6.0000000000000000   4.0000000000000000
   6.0000000000000000   0.0000000000000000
 1 2
 2 3
 4 5
   0.0000000000000000   0.0000000000000000  -1.4044014991518165E+02 -25.2597400873348477   0.9999999999999716
  -7.4688972175100927E-06  -1.2316018100684036E-03  -1.3984014991518166E+02 -24.5597400873348484  -3.9819480174669981
  -1.4937794435020185E-05  -2.4693024657069188E-03  -1.3924014991518166E+02 -23.8597400873348491  -8.8238960349339681
  -2.2406691652530275E-05  -3.7161452569301010E-03  -1.3864014991518164E+02 -23.1597400873348462 -13.5258440524009362
  -2.9875588870040371E-05  -4.9751734737525071E-03  -1.3804014991518164E+02 -22.4597400873348469 -18.0877920698679056
  -3.7344486087550460E-05  -6.2494304061886915E-03  -1.3744014991518165E+02 -21.7597400873348477 -22.5097400873348761
  -4.4813383305060549E-05  -7.5419593442532101E-03  -1.3684014991518166E+02 -21.0597400873348484 -26.7916881048018460
  -5.2282280522570639E-05  -8.8558035779606175E-03  -1.3624014991518166E+02 -20.3597400873348491 -30.9336361222688154
  -5.9751177740080742E-05  -1.0194006397325475E-02  -1.3564014991518164E+02 -19.6597400873348462 -34.9355841397357807
  -6.7220074957590831E-05  -1.1559611092362330E-02  -1.3504014991518164E+02 -18.9597400873348469 -38.7975321572027525
  -7.4688972175100920E-05  -1.2955660953085748E-02  -1.3444014991518165E+02 -18.2597400873348477 -42.5194801746697237
  -8.2157869392611023E-05  -1.4385199269510280E-02  -1.3384014991518166E+02 -17.5597400873348448 -46.1014281921367015
  -8.9626766610121099E-05  -1.5851269331650479E-02  -1.3324014991518166E+02 -16.8597400873348491 -49.5433762096036645
  -9.7095663827631202E-05  -1.7356914429520899E-02  -1.3264014991518164E+02 -16.1597400873348462 -52.8453242270706340
  -1.0456456104514128E-04  -1.8905177853136102E-02  -1.3204014991518164E+02 -15.4597400873348487 -56.0072722445376030
  -1.1203345826265138E-04  -2.0499102892510647E-02  -1.3144014991518165E+02 -14.7597400873348477 -59.0292202620045714
  -1.1950235548016148E-04  -2.2141732837659085E-02  -1.3084014991518166E+02 -14.0597400873348466 -61.9111682794715392
  -1.2697125269767157E-04  -2.3836110978595962E-02  -1.3024014991518166E+02 -13.3597400873348473 -64.6531162969385207
  -1.3444014991518166E-04  -2.5585280605335853E-02  -1.2964014991518164E+02 -12.6597400873348480 -67.2550643144054732
  -1.4190904713269175E-04  -2.7392285007893306E-02  -1.2904014991518164E+02 -11.9597400873348487 -69.7170123318724535
  -1.4937794435020184E-04  -2.9260167476282867E-02  -1.2844014991518165E+02 -11.2597400873348477 -72.0389603493394191
   2.9260167476282867E-02  -1.4937794435020184E-04 -68.2597400873346487   1.0844014991518165E+02 -73.0389603493395612
   2.9314042215520600E-02  -2.9249221895618653E-03 -68.2597400873346487   1.0066345091518166E+02 -41.6659202247850686
   2.9367916954758336E-02  -5.5390085687895231E-03 -68.2597400873346487  92.5867519151816509 -12.6708898002305705
   2.9421791693996068E-02  -7.9698292383193151E-03 -68.2597400873346487  84.2100529151816488  13.8561309243239243
   2.9475666433233804E-02  -1.0195576354437375E-02 -68.2597400873346487  75.5333539151816495  37.8251419488784180
   2.9529541172471536E-02  -1.2194442073429842E-02 -68.2597400873346487  66.5566549151816531  59.1461432734328980
   2.9583415911709272E-02  -1.3944618551582855E-02 -68.2597400873346487  57.2799559151816524  77.7291348979874073
   2.9637290650947005E-02  -1.5424297945182550E-02 -68.2597400873346487  47.7032569151816404  93.4841168225419210
   2.9691165390184744E-02  -1.6611672410515060E-02 -68.2597400873346487  37.8265579151816524   1.0632108904709639E+02
   2.9745040129422477E-02  -1.7484934103866527E-02 -68.2597400873346487  27.6498589151816390   1.1615005157165092E+02
   2.9798914868660209E-02  -1.8022275181523092E-02 -68.2597400873346487  17.1731599151816425   1.2288100439620536E+02
   2.9852789607897945E-02  -1.8201887799770885E-02 -68.2597400873346487   6.3964609151816489   1.2642394752075987E+02
   2.9906664347135674E-02  -1.8001964114896043E-02 -68.2597400873346487  -4.6802380848183560   1.2668888094531437E+02
   2.9960539086373410E-02  -1.7400696283184712E-02 -68.2597400873346487 -16.0569370848183581   1.2358580466986888E+02
   3.0014413825611146E-02  -1.6376276460923021E-02 -68.2597400873346487 -27.7336360848183574   1.1702471869442338E+02
   3.0068288564848878E-02  -1.4906896804397109E-02 -68.2597400873346487 -39.7103350848183538   1.0691562301897790E+02
   3.0122163304086610E-02  -1.2970749469893118E-02 -68.2597400873346487 -51.9870340848183616  93.1685176435323683
   3.0176038043324346E-02  -1.0546026613697180E-02 -68.2597400873346487 -64.5637330848183524  75.6934025680867961
   3.0229912782562079E-02  -7.6109203920954275E-03 -68.2597400873346487 -77.4404320848183829  54.4002777926414041
   3.0283787521799811E-02  -4.1436229613740095E-03 -68.2597400873346487 -90.6171310848183680  29.1991433171957766
   3.0337662261037547E-02  -1.2232647781905970E-04 -68.2597400873346487  -1.0409383008481836E+02  -8.5824963491631934E-07
   1.2232647781905970E-04   3.0337662261037547E-02  -1.0409383003715374E+02  68.2597400873344498   1.1368683772161603E-13
   1.1621015392810671E-04   2.8064233695351045E-02  -1.0469383003715373E+02  68.2597400873344498  13.6519480174670047
   1.1009383003715373E-04   2.5802181753012431E-02  -1.0529383003715374E+02  68.2597400873344498  27.3038960349338957
   1.0397750614620074E-04   2.3562883057369602E-02  -1.0589383003715373E+02  68.2597400873344498  40.9558440524007850
   9.7861182255247763E-05   2.1357714231770433E-02  -1.0649383003715374E+02  68.2597400873344498  54.6077920698676778
   9.1744858364294784E-05   1.9198051899562821E-02  -1.0709383003715374E+02  68.2597400873344498  68.2597400873345634
   8.5628534473341792E-05   1.7095272684094658E-02  -1.0769383003715373E+02  68.2597400873344498  81.9116881048014562
   7.9512210582388814E-05   1.5060753208713827E-02  -1.0829383003715374E+02  68.2597400873344498  95.5636361222683348
   7.3395886691435822E-05   1.3105870096768221E-02  -1.0889383003715373E+02  68.2597400873344498   1.0921558413973524E+02
   6.7279562800482844E-05   1.1241999971605724E-02  -1.0949383003715374E+02  68.2597400873344498   1.2286753215720212E+02
   6.1163238909529852E-05   9.4805194565742330E-03  -1.1009383003715374E+02  68.2597400873344498   1.3651948017466901E+02
   5.5046915018576860E-05   7.8328051750216274E-03  -1.1069383003715373E+02  68.2597400873344498   1.5017142819213592E+02
   4.8930591127623881E-05   6.3102337502958074E-03  -1.1129383003715374E+02  68.2597400873344498   1.6382337620960280E+02
   4.2814267236670896E-05   4.9241818057446582E-03  -1.1189383003715373E+02  68.2597400873344498   1.7747532422706968E+02
   3.6697943345717918E-05   3.6860259647160643E-03  -1.1249383003715374E+02  68.2597400873344498   1.9112727224453656E+02
   3.0581619454764926E-05   2.6071428505579138E-03  -1.1309383003715374E+02  68.2597400873344498   2.0477922026200346E+02
   2.4465295563811934E-05   1.6989090866181024E-03  -1.1369383003715373E+02  68.2597400873344498   2.1843116827947037E+02
   1.8348971672858959E-05   9.7270129624452281E-04  -1.1429383003715374E+02  68.2597400873344498   2.3208311629693725E+02
   1.2232647781905967E-05   4.3989610278504480E-04  -1.1489383003715373E+02  68.2597400873344498   2.4573506431440413E+02
   6.1163238909529903E-06   1.1187012958757289E-04  -1.1549383003715374E+02  68.2597400873344498   2.5938701233187101E+02
   0.0000000000000000   0.0000000000000000  -1.1609383003715374E+02  68.2597400873344498   2.7303896034933791E+02
